l_listing_id,l_name,l_host_id,l_host_since,l_host_location,l_host_response_time,l_host_response_rate,l_host_acceptance_rate,l_host_is_superhost,l_host_total_listings_count,l_host_has_profile_pic,l_host_identity_verified,l_neighbourhood,l_district,l_city,l_latitude,l_longitude,l_property_type,l_room_type,l_accommodates,l_bedrooms,l_amenities,l_price,l_minimum_nights,l_maximum_nights,l_review_scores_rating,l_review_scores_accuracy,l_review_scores_cleanliness,l_review_scores_checkin,l_review_scores_communication,l_review_scores_location,l_review_scores_value,l_instant_bookable,r_lisitng_id,r_review_id,r_date,r_reviewer_id
33639368,2 Amplias Recamaras Privadas con BaÃ±o y desayuno,253360112,2019-04-04,"Mexico City, Mexico City, Mexico",within an hour,1,1,f,1,t,t,Coyoacan,null,Mexico City,19.34573,-99.16466,Private room in house,Private room,6,2,"[""Garden or backyard"", ""TV"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Extra pillows and blankets"", ""Paid parking off premises"", ""Shampoo"", ""Essentials"", ""Cooking basics"", ""Kitchen"", ""Refrigerator"", ""Wifi"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Stove"", ""Dishes and silverware"", ""Coffee maker"", ""Hot water"", ""Microwave"", ""Pocket wifi"", ""Bed linens"", ""Patio or balcony"", ""Iron"", ""Hangers"", ""Breakfast"", ""Single level home"", ""Building staff""]",1439,1,60,40,2,2,10,4,10,2,t,33639368,595749364,2020-01-20,314316536
33669965,"Sunny, modern apartment in Bondi Beach",75679504,2016-06-04,"Bondi Beach, New South Wales, Australia",null,null,null,f,1,t,t,Waverley,null,Sydney,-33.89286,151.27035,Private room in apartment,Private room,2,1,"[""Washer"", ""Long term stays allowed"", ""Smoke alarm"", ""Essentials"", ""Kitchen"", ""Hangers"", ""Wifi"", ""TV""]",58,1,30,60,6,2,10,4,10,6,t,33669965,439397355,2019-04-19,183434438
33674907,Cozy Studio in Manly Beach,63706514,2016-03-20,"Manly, New South Wales, Australia",within an hour,1,1,f,2,t,f,Manly,null,Sydney,-33.80556,151.29532,Entire apartment,Entire place,2,null,"[""Bed linens"", ""Hair dryer"", ""TV"", ""Washer"", ""Free parking on premises"", ""Essentials"", ""Cooking basics"", ""Private entrance"", ""Extra pillows and blankets"", ""Kitchen"", ""Elevator"", ""Oven"", ""Stove"", ""Microwave"", ""Ethernet connection"", ""Hot water"", ""Dryer"", ""Dishes and silverware"", ""Hangers"", ""Pool"", ""Wifi"", ""Smoke alarm""]",185,5,10,60,4,8,10,10,10,8,f,33674907,453807128,2019-05-17,112736651
33773219,Double Room  - 2PaX,98103467,2016-10-05,"Roma, Lazio, Italy",within an hour,1,1,f,4,t,t,I Centro Storico,null,Rome,41.8977,12.50973,Room in boutique hotel,Hotel room,2,1,"[""Elevator"", ""Shampoo"", ""TV"", ""Dedicated workspace"", ""Fire extinguisher"", ""Wifi"", ""Essentials"", ""Hair dryer"", ""Air conditioning"", ""Breakfast"", ""Building staff"", ""Heating""]",35,1,21,20,2,2,2,2,2,2,t,33773219,720380334,2021-01-01,150624119
33809708,"Nice2BR2BA Near platinumMbk,central world,Panthip",178180265,2018-03-13,"Bangkok, Thailand",null,null,null,f,3,t,f,Ratchathewi,null,Bangkok,13.74968,100.5386,Entire condominium,Entire place,4,1,"[""Air conditioning"", ""Elevator"", ""Fire extinguisher"", ""Iron"", ""TV"", ""Long term stays allowed"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Hangers""]",2098,3,1125,60,10,4,10,10,10,6,t,33809708,466153069,2019-06-09,264929620
33844026,"3+1 Most preferred point in Avcilar, marmra Ã‡arÅŸÄ±",255539014,2019-04-13,TR,within a few hours,1,1,f,2,t,f,Avcilar,null,Istanbul,40.98024,28.72206,Entire apartment,Entire place,7,3,"[""Wifi"", ""Kitchen"", ""Heating"", ""Hangers"", ""Long term stays allowed"", ""Shampoo"", ""TV"", ""Essentials"", ""Iron""]",403,3,90,20,2,2,8,8,8,2,t,33844026,667965344,2020-09-26,264896574
33847886,Appartamento crisafulli,17167875,2014-06-23,"Rome, Lazio, Italy",null,null,1,f,6,t,f,XIII Aurelia,null,Rome,41.89772,12.41176,Entire condominium,Entire place,3,1,"[""Free parking on premises"", ""Elevator"", ""Dryer"", ""Shampoo"", ""Washer"", ""TV"", ""Long term stays allowed"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""Air conditioning"", ""Hot water"", ""Iron"", ""Kitchen"", ""Heating""]",80,1,1125,60,6,6,7,8,8,7,f,33847886,608659267,2020-02-21,333776220
33847886,Appartamento crisafulli,17167875,2014-06-23,"Rome, Lazio, Italy",null,null,1,f,6,t,f,XIII Aurelia,null,Rome,41.89772,12.41176,Entire condominium,Entire place,3,1,"[""Free parking on premises"", ""Elevator"", ""Dryer"", ""Shampoo"", ""Washer"", ""TV"", ""Long term stays allowed"", ""Hangers"", ""Essentials"", ""Hair dryer"", ""Air conditioning"", ""Hot water"", ""Iron"", ""Kitchen"", ""Heating""]",80,1,1125,60,6,6,7,8,8,7,f,33847886,607626706,2020-02-18,223628545
33859366,ban kok home marisa,254054648,2019-04-08,TH,null,null,null,f,1,t,t,Thawi Watthana,null,Bangkok,13.79297,100.40269,Room in boutique hotel,Private room,1,1,"[""Air conditioning"", ""Elevator"", ""Wifi"", ""Lock on bedroom door"", ""Free parking on premises"", ""Fire extinguisher"", ""TV"", ""Private entrance"", ""Shampoo"", ""Hair dryer"", ""Hangers"", ""First aid kit"", ""Essentials""]",530,1,11,20,2,2,2,2,2,2,t,33859366,536654122,2019-09-27,236634761
33870668,Nice two story house close to the station,69177946,2016-04-27,"Sydney, New South Wales, Australia",within a day,0.5,0.67,f,3,t,f,Auburn,null,Sydney,-33.87463,151.04517,Private room in house,Private room,2,1,"[""Fire extinguisher"", ""Washer"", ""Free parking on premises"", ""Breakfast"", ""Long term stays allowed"", ""Hot tub"", ""Air conditioning"", ""Essentials"", ""Lock on bedroom door"", ""Dedicated workspace"", ""Kitchen"", ""Hangers"", ""First aid kit"", ""Wifi"", ""Hair dryer"", ""Smoke alarm"", ""Heating""]",75,1,1125,20,2,2,4,4,10,6,t,33870668,611032417,2020-02-25,50877076
33905132,"Ap, alguns metros do Parque olÃ­mpico",147416378,2017-08-23,"Vila Velha, State of EspÃ­rito Santo, Brazil",null,null,null,f,1,t,t,Barra da Tijuca,null,Rio de Janeiro,-22.97916,-43.40668,Entire condominium,Entire place,5,2,"[""Air conditioning"", ""Gym"", ""Essentials"", ""Hangers"", ""Dedicated workspace"", ""Private entrance"", ""Washer"", ""Hot water"", ""Breakfast"", ""Long term stays allowed"", ""Microwave"", ""Wifi"", ""Iron"", ""Dishes and silverware"", ""Hair dryer"", ""Free parking on premises"", ""Elevator"", ""Kitchen"", ""Pool"", ""TV"", ""Shampoo"", ""Heating"", ""Fire extinguisher""]",450,1,1125,60,6,2,10,10,6,6,t,33905132,538333574,2019-09-29,141414411
33905132,"Ap, alguns metros do Parque olÃ­mpico",147416378,2017-08-23,"Vila Velha, State of EspÃ­rito Santo, Brazil",null,null,null,f,1,t,t,Barra da Tijuca,null,Rio de Janeiro,-22.97916,-43.40668,Entire condominium,Entire place,5,2,"[""Air conditioning"", ""Gym"", ""Essentials"", ""Hangers"", ""Dedicated workspace"", ""Private entrance"", ""Washer"", ""Hot water"", ""Breakfast"", ""Long term stays allowed"", ""Microwave"", ""Wifi"", ""Iron"", ""Dishes and silverware"", ""Hair dryer"", ""Free parking on premises"", ""Elevator"", ""Kitchen"", ""Pool"", ""TV"", ""Shampoo"", ""Heating"", ""Fire extinguisher""]",450,1,1125,60,6,2,10,10,6,6,t,33905132,541060548,2019-10-04,46468831
33905132,"Ap, alguns metros do Parque olÃ­mpico",147416378,2017-08-23,"Vila Velha, State of EspÃ­rito Santo, Brazil",null,null,null,f,1,t,t,Barra da Tijuca,null,Rio de Janeiro,-22.97916,-43.40668,Entire condominium,Entire place,5,2,"[""Air conditioning"", ""Gym"", ""Essentials"", ""Hangers"", ""Dedicated workspace"", ""Private entrance"", ""Washer"", ""Hot water"", ""Breakfast"", ""Long term stays allowed"", ""Microwave"", ""Wifi"", ""Iron"", ""Dishes and silverware"", ""Hair dryer"", ""Free parking on premises"", ""Elevator"", ""Kitchen"", ""Pool"", ""TV"", ""Shampoo"", ""Heating"", ""Fire extinguisher""]",450,1,1125,60,6,2,10,10,6,6,t,33905132,438311403,2019-04-16,62904407
33931537,Room 1,240947511,2019-02-04,ZA,null,null,0.5,f,8,t,t,Ward 63,null,Cape Town,-34.0033,18.47273,Private room in bed and breakfast,Private room,2,1,"[""Long term stays allowed"", ""Iron"", ""Lock on bedroom door"", ""Private entrance"", ""Fire extinguisher"", ""Hot water"", ""Essentials"", ""Free parking on premises"", ""Kitchen"", ""Wifi"", ""Hangers"", ""TV""]",650,1,1125,20,2,2,2,2,2,2,t,33931537,585342819,2019-12-31,58995467
33936690,Charmant appartement 11Ã¨me arrondissement,47102898,2015-10-21,"Paris, Ile-de-France, France",null,null,null,f,1,t,f,Popincourt,null,Paris,48.86285,2.37678,Entire apartment,Entire place,2,1,"[""Iron"", ""Heating"", ""Hair dryer"", ""Wifi"", ""Essentials"", ""Long term stays allowed"", ""Breakfast""]",75,2,1125,60,6,8,10,10,10,6,f,33936690,445494981,2019-04-29,129377934
33936690,Charmant appartement 11Ã¨me arrondissement,47102898,2015-10-21,"Paris, Ile-de-France, France",null,null,null,f,1,t,f,Popincourt,null,Paris,48.86285,2.37678,Entire apartment,Entire place,2,1,"[""Iron"", ""Heating"", ""Hair dryer"", ""Wifi"", ""Essentials"", ""Long term stays allowed"", ""Breakfast""]",75,2,1125,60,6,8,10,10,10,6,f,33936690,438857048,2019-04-17,40426370
33975911,JW condo,256559214,2019-04-18,TH,null,null,null,f,1,t,f,Don Mueang,null,Bangkok,13.92324,100.599,Entire condominium,Entire place,3,2,"[""Air conditioning"", ""Pool"", ""Elevator"", ""TV"", ""Smoke alarm"", ""Long term stays allowed"", ""Kitchen"", ""Shampoo"", ""Essentials"", ""Gym"", ""Heating"", ""Hangers""]",1200,7,1125,40,8,8,8,6,4,4,t,33975911,472148677,2019-06-19,267086520
33991493,Studio avenue Kleber,27179076,2015-02-03,"Paris, Ile-de-France, France",null,null,null,f,2,t,f,Passy,null,Paris,48.86444,2.28967,Entire apartment,Entire place,2,null,"[""Extra pillows and blankets"", ""Kitchen"", ""Essentials"", ""Bed linens"", ""Hot water"", ""Hangers"", ""Long term stays allowed"", ""Host greets you""]",70,3,1125,60,7,7,9,8,10,6,t,33991493,546039494,2019-10-13,32106729
33991493,Studio avenue Kleber,27179076,2015-02-03,"Paris, Ile-de-France, France",null,null,null,f,2,t,f,Passy,null,Paris,48.86444,2.28967,Entire apartment,Entire place,2,null,"[""Extra pillows and blankets"", ""Kitchen"", ""Essentials"", ""Bed linens"", ""Hot water"", ""Hangers"", ""Long term stays allowed"", ""Host greets you""]",70,3,1125,60,7,7,9,8,10,6,t,33991493,542116752,2019-10-06,282674165
33991493,Studio avenue Kleber,27179076,2015-02-03,"Paris, Ile-de-France, France",null,null,null,f,2,t,f,Passy,null,Paris,48.86444,2.28967,Entire apartment,Entire place,2,null,"[""Extra pillows and blankets"", ""Kitchen"", ""Essentials"", ""Bed linens"", ""Hot water"", ""Hangers"", ""Long term stays allowed"", ""Host greets you""]",70,3,1125,60,7,7,9,8,10,6,t,33991493,559516154,2019-11-04,173362439
33991493,Studio avenue Kleber,27179076,2015-02-03,"Paris, Ile-de-France, France",null,null,null,f,2,t,f,Passy,null,Paris,48.86444,2.28967,Entire apartment,Entire place,2,null,"[""Extra pillows and blankets"", ""Kitchen"", ""Essentials"", ""Bed linens"", ""Hot water"", ""Hangers"", ""Long term stays allowed"", ""Host greets you""]",70,3,1125,60,7,7,9,8,10,6,t,33991493,528410151,2019-09-13,16137922
33991493,Studio avenue Kleber,27179076,2015-02-03,"Paris, Ile-de-France, France",null,null,null,f,2,t,f,Passy,null,Paris,48.86444,2.28967,Entire apartment,Entire place,2,null,"[""Extra pillows and blankets"", ""Kitchen"", ""Essentials"", ""Bed linens"", ""Hot water"", ""Hangers"", ""Long term stays allowed"", ""Host greets you""]",70,3,1125,60,7,7,9,8,10,6,t,33991493,572294322,2019-12-02,294414520
33991493,Studio avenue Kleber,27179076,2015-02-03,"Paris, Ile-de-France, France",null,null,null,f,2,t,f,Passy,null,Paris,48.86444,2.28967,Entire apartment,Entire place,2,null,"[""Extra pillows and blankets"", ""Kitchen"", ""Essentials"", ""Bed linens"", ""Hot water"", ""Hangers"", ""Long term stays allowed"", ""Host greets you""]",70,3,1125,60,7,7,9,8,10,6,t,33991493,482365987,2019-07-06,172732505
34135364,Beautiful Bondi apartment,253170728,2019-04-04,AU,null,null,null,f,1,t,f,Waverley,null,Sydney,-33.89361,151.25962,Private room in apartment,Private room,3,1,"[""Long term stays allowed"", ""Hot water"", ""Essentials"", ""Dedicated workspace"", ""Kitchen"", ""Smoke alarm""]",55,1,1125,60,8,7,7,9,10,8,t,34135364,466064196,2019-06-09,266653017
34135364,Beautiful Bondi apartment,253170728,2019-04-04,AU,null,null,null,f,1,t,f,Waverley,null,Sydney,-33.89361,151.25962,Private room in apartment,Private room,3,1,"[""Long term stays allowed"", ""Hot water"", ""Essentials"", ""Dedicated workspace"", ""Kitchen"", ""Smoke alarm""]",55,1,1125,60,8,7,7,9,10,8,t,34135364,449054407,2019-05-06,256344520
34154277,Apartamento na praia de Botafogo perto do metro,248049998,2019-03-10,BR,within a day,1,null,f,3,t,t,Botafogo,null,Rio de Janeiro,-22.94714,-43.18349,Entire apartment,Entire place,2,1,"[""Elevator"", ""Kitchen"", ""Washer"", ""Air conditioning"", ""Hot water"", ""Long term stays allowed"", ""Essentials"", ""TV"", ""Iron"", ""Shampoo"", ""Hangers"", ""Hair dryer""]",90,30,30,20,2,2,10,10,10,2,t,34154277,467525573,2019-06-10,57002776
34190020,Appart 4 personnes a 100 m de la butte aux cailles,258137248,2019-04-26,FR,null,null,1,f,1,t,f,Gobelins,null,Paris,48.82347,2.34964,Entire apartment,Entire place,4,2,"[""Private entrance"", ""Shampoo"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Essentials"", ""Washer"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Dishes and silverware"", ""Elevator"", ""Long term stays allowed"", ""Dedicated workspace""]",100,3,1125,60,6,8,4,6,9,7,t,34190020,585782539,2020-01-01,115354995
34190020,Appart 4 personnes a 100 m de la butte aux cailles,258137248,2019-04-26,FR,null,null,1,f,1,t,f,Gobelins,null,Paris,48.82347,2.34964,Entire apartment,Entire place,4,2,"[""Private entrance"", ""Shampoo"", ""Heating"", ""TV"", ""Iron"", ""Kitchen"", ""Essentials"", ""Washer"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Dishes and silverware"", ""Elevator"", ""Long term stays allowed"", ""Dedicated workspace""]",100,3,1125,60,6,8,4,6,9,7,t,34190020,502070477,2019-08-04,263249273
34193221,Deluxe Room with Pool and sauna access,207741578,2018-08-06,FR,within a few hours,1,0.98,f,8,t,t,Pantheon,null,Paris,48.83795,2.34929,Room in boutique hotel,Hotel room,2,1,"[""Essentials"", ""Air conditioning"", ""Hot water"", ""Hangers"", ""Smoke alarm"", ""Wifi"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Building staff"", ""TV"", ""Iron"", ""Dryer"", ""Pool"", ""First aid kit"", ""Ethernet connection"", ""Heating"", ""Hair dryer"", ""Washer"", ""Fire extinguisher"", ""Cable TV"", ""Shampoo"", ""Extra pillows and blankets"", ""Bed linens"", ""Elevator""]",199,1,1125,60,10,10,10,10,10,6,t,34193221,662074193,2020-09-08,37824467
34254547,2 Bedroom apartment in Chippendale,258625726,2019-04-28,"Saint Peters, New South Wales, Australia",null,null,null,f,1,t,f,Sydney,null,Sydney,-33.88522,151.19678,Entire apartment,Entire place,3,2,"[""Washer"", ""Iron"", ""Long term stays allowed"", ""Smoke alarm"", ""Private entrance"", ""Hot water"", ""Lockbox"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Hangers"", ""First aid kit"", ""Elevator"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""TV"", ""Fire extinguisher""]",119,1,1125,60,9,3,8,9,8,6,t,34254547,538726495,2019-09-30,133343775
34254547,2 Bedroom apartment in Chippendale,258625726,2019-04-28,"Saint Peters, New South Wales, Australia",null,null,null,f,1,t,f,Sydney,null,Sydney,-33.88522,151.19678,Entire apartment,Entire place,3,2,"[""Washer"", ""Iron"", ""Long term stays allowed"", ""Smoke alarm"", ""Private entrance"", ""Hot water"", ""Lockbox"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Hangers"", ""First aid kit"", ""Elevator"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""TV"", ""Fire extinguisher""]",119,1,1125,60,9,3,8,9,8,6,t,34254547,495964007,2019-07-26,262257923
34254547,2 Bedroom apartment in Chippendale,258625726,2019-04-28,"Saint Peters, New South Wales, Australia",null,null,null,f,1,t,f,Sydney,null,Sydney,-33.88522,151.19678,Entire apartment,Entire place,3,2,"[""Washer"", ""Iron"", ""Long term stays allowed"", ""Smoke alarm"", ""Private entrance"", ""Hot water"", ""Lockbox"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Hangers"", ""First aid kit"", ""Elevator"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""TV"", ""Fire extinguisher""]",119,1,1125,60,9,3,8,9,8,6,t,34254547,465516173,2019-06-08,262819004
34287876,El Consultorio,252693116,2019-04-02,"Ciudad de Mexico, Ciudad de Mexico, Mexico",null,null,null,f,1,t,t,Cuauhtemoc,null,Mexico City,19.41808,-99.1544,Private room in house,Private room,2,1,"[""Washer"", ""Dedicated workspace"", ""Shampoo"", ""Lock on bedroom door"", ""Essentials"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Long term stays allowed""]",516,1,1125,20,2,2,2,2,2,2,f,34287876,600211517,2020-02-01,225305466
34287876,El Consultorio,252693116,2019-04-02,"Ciudad de Mexico, Ciudad de Mexico, Mexico",null,null,null,f,1,t,t,Cuauhtemoc,null,Mexico City,19.41808,-99.1544,Private room in house,Private room,2,1,"[""Washer"", ""Dedicated workspace"", ""Shampoo"", ""Lock on bedroom door"", ""Essentials"", ""Kitchen"", ""Hangers"", ""Wifi"", ""Free parking on premises"", ""Long term stays allowed""]",516,1,1125,20,2,2,2,2,2,2,f,34287876,602142062,2020-02-05,357117
34306278,Habitacion Estandar con balcon en Portal San Ãngel,110805631,2017-01-10,"Mexico City, Mexico City, Mexico",within an hour,1,0.92,f,19,t,t,A�lvaro Obregon,null,Mexico City,19.36166,-99.18785,Room in aparthotel,Private room,2,1,"[""TV"", ""Dedicated workspace"", ""Shampoo"", ""Essentials"", ""Hair dryer"", ""Patio or balcony"", ""Kitchen"", ""Iron"", ""Hangers"", ""Refrigerator"", ""Dishes and silverware"", ""Wifi"", ""Microwave"", ""Long term stays allowed""]",649,1,30,60,10,10,10,10,8,6,t,34306278,461464583,2019-05-31,47026840
34319982,Beautiful place in the heart of Central Hongkong,256767628,2019-04-19,HK,within an hour,1,1,f,6,t,f,Central & Western,null,Hong Kong,22.28271,114.15376,Private room in apartment,Private room,16,3,"[""Shampoo"", ""Extra pillows and blankets"", ""Bed linens"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Hot water"", ""Heating"", ""Refrigerator"", ""TV"", ""Air conditioning"", ""Wifi"", ""Hangers"", ""Kitchen"", ""Essentials"", ""Luggage dropoff allowed""]",500,1,1125,20,2,2,2,2,2,2,t,34319982,720292251,2021-01-01,382362065
34323123,Bella Casa,259125323,2019-05-01,"Istanbul, Istanbul, Turkey",within an hour,1,1,f,1,t,f,Basaksehir,null,Istanbul,41.09766,28.79639,Entire apartment,Entire place,6,2,"[""Cable TV"", ""TV"", ""Hot water"", ""Washer"", ""Bed linens"", ""Elevator"", ""Kitchen"", ""Free parking on premises"", ""Hot tub"", ""Long term stays allowed"", ""Iron"", ""Gym"", ""Air conditioning"", ""Wifi"", ""Extra pillows and blankets"", ""Hair dryer"", ""Dryer"", ""Pool""]",350,1,365,60,6,6,6,6,6,6,t,34323123,503565777,2019-08-06,267973499
34323123,Bella Casa,259125323,2019-05-01,"Istanbul, Istanbul, Turkey",within an hour,1,1,f,1,t,f,Basaksehir,null,Istanbul,41.09766,28.79639,Entire apartment,Entire place,6,2,"[""Cable TV"", ""TV"", ""Hot water"", ""Washer"", ""Bed linens"", ""Elevator"", ""Kitchen"", ""Free parking on premises"", ""Hot tub"", ""Long term stays allowed"", ""Iron"", ""Gym"", ""Air conditioning"", ""Wifi"", ""Extra pillows and blankets"", ""Hair dryer"", ""Dryer"", ""Pool""]",350,1,365,60,6,6,6,6,6,6,t,34323123,714018851,2020-12-07,224845901
34343684,Beautiful stay,259290271,2019-05-01,"New Delhi, Delhi, India",null,null,null,f,1,t,f,Ryde,null,Sydney,-33.79467,151.13905,Private room in apartment,Private room,2,1,"[""Washer"", ""Iron"", ""Long term stays allowed"", ""Hot tub"", ""Hot water"", ""Air conditioning"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Hangers"", ""Elevator"", ""Shampoo"", ""Wifi"", ""Smoke alarm"", ""Heating""]",50,1,1125,40,4,4,4,2,8,2,t,34343684,523568260,2019-09-04,105907379
34355917,Mignon Studio de 12m2 pres de Gare Montparnasse,3193771,2012-08-08,"Paris, Ile-de-France, France",null,null,null,f,1,t,f,Vaugirard,null,Paris,48.84062,2.30899,Entire apartment,Entire place,2,null,"[""Iron"", ""Heating"", ""Dedicated workspace"", ""Kitchen"", ""First aid kit"", ""Essentials"", ""Hangers"", ""Long term stays allowed""]",35,4,30,40,8,4,8,10,10,4,t,34355917,455108687,2019-05-19,207012840
34364183,Cozy Flat in the heart of Istanbul,259436329,2019-05-02,TR,null,null,null,f,1,t,f,Beyoglu,null,Istanbul,41.03503,28.99068,Private room in apartment,Private room,2,1,"[""Washer"", ""Wifi"", ""Kitchen"", ""Private entrance"", ""Lock on bedroom door"", ""Long term stays allowed"", ""TV"", ""Essentials"", ""Iron"", ""Hair dryer""]",175,3,1125,20,4,2,4,6,8,4,t,34364183,509743850,2019-08-15,29259469
34368926,Hostel La Selva,196701635,2018-06-19,"Mexico City, Mexico City, Mexico",null,null,1,f,7,t,t,Cuauhtemoc,null,Mexico City,19.41172,-99.13273,Room in hostel,Hotel room,1,1,"[""Pocket wifi"", ""Washer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Essentials"", ""Cable TV"", ""Dedicated workspace"", ""Smoke alarm"", ""Kitchen"", ""First aid kit"", ""Fire extinguisher"", ""Wifi"", ""Free parking on premises"", ""Breakfast"", ""Hot water"", ""Extra pillows and blankets"", ""Building staff"", ""Long term stays allowed""]",250,1,31,60,5,6,5,6,4,6,f,34368926,580280119,2019-12-22,225965947
34368926,Hostel La Selva,196701635,2018-06-19,"Mexico City, Mexico City, Mexico",null,null,1,f,7,t,t,Cuauhtemoc,null,Mexico City,19.41172,-99.13273,Room in hostel,Hotel room,1,1,"[""Pocket wifi"", ""Washer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Shampoo"", ""Essentials"", ""Cable TV"", ""Dedicated workspace"", ""Smoke alarm"", ""Kitchen"", ""First aid kit"", ""Fire extinguisher"", ""Wifi"", ""Free parking on premises"", ""Breakfast"", ""Hot water"", ""Extra pillows and blankets"", ""Building staff"", ""Long term stays allowed""]",250,1,31,60,5,6,5,6,4,6,f,34368926,572699753,2019-12-03,312123532
34423551,Deluxe Double Room With Private Bathroom 14F #3,242491712,2019-02-11,"Kowloon, Hong Kong",within an hour,1,1,f,10,t,f,Yau Tsim Mong,null,Hong Kong,22.29612,114.17371,Private room in guesthouse,Private room,2,1,"[""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""First aid kit"", ""Smoke alarm"", ""Essentials"", ""Elevator""]",102,1,1125,60,8,7,10,8,6,6,t,34423551,500278139,2019-08-02,49317069
34423551,Deluxe Double Room With Private Bathroom 14F #3,242491712,2019-02-11,"Kowloon, Hong Kong",within an hour,1,1,f,10,t,f,Yau Tsim Mong,null,Hong Kong,22.29612,114.17371,Private room in guesthouse,Private room,2,1,"[""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""First aid kit"", ""Smoke alarm"", ""Essentials"", ""Elevator""]",102,1,1125,60,8,7,10,8,6,6,t,34423551,504540086,2019-08-08,95495858
34423551,Deluxe Double Room With Private Bathroom 14F #3,242491712,2019-02-11,"Kowloon, Hong Kong",within an hour,1,1,f,10,t,f,Yau Tsim Mong,null,Hong Kong,22.29612,114.17371,Private room in guesthouse,Private room,2,1,"[""Shampoo"", ""Hair dryer"", ""Fire extinguisher"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Iron"", ""TV"", ""Air conditioning"", ""Wifi"", ""First aid kit"", ""Smoke alarm"", ""Essentials"", ""Elevator""]",102,1,1125,60,8,7,10,8,6,6,t,34423551,664182799,2020-09-14,81699099
34479175,è¦ªå­æ²™ç˜ç‡Ÿ,127945477,2017-04-28,"Hong Kong, Hong Kong",within an hour,1,1,f,3,t,t,Islands,null,Hong Kong,22.20715,114.14596,Campsite,Entire place,3,null,"[""Shampoo"", ""Hair dryer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Hot water"", ""Wifi"", ""Hangers"", ""Essentials""]",300,1,1125,40,8,8,8,8,6,6,t,34479175,539685448,2019-10-01,115947567
34483439,Spacious Room with King Bed and Central Park View,260425153,2019-05-07,US,within an hour,0.96,0.98,f,15,t,t,Midtown,Manhattan,New York,40.76506,-73.97528,Room in hotel,Hotel room,2,1,"[""Building staff"", ""Shampoo"", ""Air conditioning"", ""Bathtub"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Dedicated workspace"", ""Fire extinguisher"", ""Hot water"", ""Long term stays allowed"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Essentials"", ""TV"", ""Wifi"", ""Cable TV"", ""Heating"", ""First aid kit"", ""Elevator""]",133,1,1125,20,2,2,2,2,6,2,t,34483439,591122488,2020-01-10,216795561
34489721,Room with Two Double Beds on Floors 19-22,260639745,2019-05-08,"New York, New York, United States",within an hour,0.79,0.98,f,14,t,t,Theater District,Manhattan,New York,40.76211,-73.98276,Room in hotel,Hotel room,2,1,"[""Shampoo"", ""Air conditioning"", ""Bathtub"", ""Coffee maker"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shower gel"", ""Crib"", ""Hot water"", ""Long term stays allowed"", ""Paid parking on premises"", ""Extra pillows and blankets"", ""Hair dryer"", ""Bed linens"", ""Room-darkening shades"", ""Essentials"", ""Gym"", ""TV"", ""Wifi"", ""Cable TV"", ""Heating"", ""First aid kit"", ""Luggage dropoff allowed"", ""Window guards"", ""Elevator"", ""Carbon monoxide alarm""]",106,1,1125,60,4,8,6,6,10,4,t,34489721,494623603,2019-07-24,269194160
